title,description,answer,type,category,priority,language,tag
Slow loading of schedule on 5G,"User Neha Edwards experienced an application crash on Pixel 7 (OS Android 13) when opening the Settings screen. Email nehaedwards975@example.com / phone +1-246-655-2498. After MFA code 881329, the screen froze. Build v7.3.8, network 5G. Logs show err0r code AUTH-401-MFA. Occurred during night shift. Ref:1214-358",Cleared appp cache and forced a re-sync; verify location services and try again near site perimeter.,Request,Mobile App & UI issues,urgent,en,ManagerApproval
Clock-in failed for Evelyn Young at Retail Store #214...,"Employee Evelyn Young (ID EMP70249) reports clock-in problem at Retail Store #214. Phone +1-609-712-7953, email evelynyoung79@demo.co. GPS 44.071714,-79.663909. Issue started today 08:15. Manager Diego Morgan unable to approve. Timesheet shows 8.5h instead of 7.5h. Device iPhone 14 Pro (OS Android 14), app v8.0.3, network Corporate VPN. Error code HTTP 504. Ref:875-887","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Times & Attendance,low,en,PDFExport
Schedule missing shifts for Miguel Reed,"Employee Miguel Reed (ID EMP82633) reports clock-in problem at Office NYC. Phone +1-766-965-4180, email miguelreed487@fabrikam.org. GPS 44.112292,-79.506926. Issue started end of quarter. Manager Jonas Smith unable to approve. Timesheet shows 9h instead of 9.5h. Device Pixel 8 (OS iPadOS 17.4), app v7.2.0, network Corporate VPN. Error code SYNC-409. Ref:853-781","Enabled background refresh and pushed appp config policy. If crash persists, send diagnostics via Settings -> Support.",Problem,Times & Attendance,low,en,Cache
Punch recorded twice for Otto Brown,"Employee Otto Brown (ID EMP26196) reports clock-in problem at Call Center West. Phone +1-768-455-8846, email ottobrown508@demo.co. GPS 44.163129,-79.25622. Issue started around lunch break. Manager Ines Smith unable to approve. Timesheet shows 8.5h instead of 10.5h. Device iPad Mini (OS iOS 16.7), app v7.6.5, network Corporate VPN. Error code AUTH-401-MFA. Ref:106-705",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Request,Times & Attendance,high,en,Schedule
Wallet screen blank after update,"User Lucas Anderson experienced an appplication crash on OnePlus 10 (OS Android 13) when opening teh Approvals screen. Email lucasanderson750@mailinator.com / phone +1-241-886-3069. After MFA code 098129, teh screen froze. Build v7.8.6, network LTE. Logs show error code PUNCH-403. Occurred end of quarter. Ref:1692-100  Steps tried: reinstall, toggled airplane mode, switched networks.",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Request,Mobile App & UI issues,low,en,Overtime
Timesheet not updating hours for Felix Edwards,"Employee Felix Edwards (ID EMP28754) reports clock-in problem at Distribution East. Phone +1-469-200-8611, email felixedwards331@mailinator.com. GPS 43.646702,-79.674045. Issue started since last Friday. Manager Marco Nelson unable to approve. Timesheet shows 10h instead of 11h. Device OnePlus 10 (OS Android 14), app v7.2.8, network 5G. Error code HTTP 504. Ref:1336-468",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,low,en,Session
Slow loading of schedule on Corporate VPN,"User Joao Stewart experienced an appplication crash on iPhone 12 (OS iPadOS 17.4) when opening the Schedule screen. Email joaostewart665@fabrikam.org / phone +1-779-837-4580. After MFA code 130995, the screen froze. Build v10.5.6, network Corporate VPN. Logs show error code NPE-UI-22. Occurred end of quarter. Ref:307-226",Reset session token & invalidated stale refresh token; please sign out/in & confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,high,en,Overtime
Kiosk PIN rejected for Harper Bell,Employee Harper Bell (ID EMP52367) reports clock-in probl...,Cleared appp cache & forced a re-sync; verify location services & try again near site perimeter.,Incident,Times & Attendance,urgent,en,Slow
Kiosk PIN rejected for Mia Garcia,"Employee Mia Garcia (ID EMP31945) reports clock-in problem at Clinic North. Phone +1-627-762-1507, email miagarcia53@contoso.com. GPS 43.765277,-79.602868. Issue started since last Friday. Manager Otto Adams unable to appprove. Timesheet shows 7.5h instead of 9.5h. Device iPhone 12 (OS iOS 16.7), appp v10.1.6, network LTE. Error code HTTP 504. Ref:337-355",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Request,Times & Attendance,low,en,Schedule
Schedule missing shifts for Miguel Evans,"Employee Miguel Evans (ID EMP52356) reports clock-in problem at Call Center West. Phone +1-825-578-2163, email miguelevans802@contoso.com. GPS 43.711596,-79.207801. Issue started after update this morning. Manager Amelia Sanchez unable to approve. Timesheet shows 8h instead of 9h. Device iPhone 12 (OS iOS 16.7), app v7.8.4, network 5G. Error code SYNC-409. Ref:1255-303",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Times & Attendance,high,en,Session
Kiosk PIN rejected for Hao Edwards," Employee Hao Edwards (ID EMP23592) reports clock-in problem at Plant 3 - Dock. Phone +1-849-504-2995, email haoedwards579@demo.co. GPS 44.034176,-79.658748. Issue started today 08:15. Manager Ana Turner unable to approve. Timesheet shows 10h instead of 12h. Device Pixel 8 (OS iPadOS 17.4), app v8.3.0, network 5G. Error code PUNCH-403. Ref:864-887   ","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Question,Times & Attendance,high,en,Crash
Wallet screen blank after update,"User Layla Nelson experienced an application crash on iPhone 14 Pro (OS iOS 16.7) when opening the Approvals screen. Email laylanelson431@acme.test / phone +1-316-538-9502. After MFA code 503638, the screen froze. Build v7.1.8, network LTE. Logs show error code AUTH-401-MFA. Occurred yesterday 17:40. Ref:1277-517",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Incident,Mobile App & UI issues,medium,en,UI-Bug
Clock-in failed for Bruna Wilson at Retail Store #214  Additional context: user cleared cache and rebooted.,"Employee Bruna Wilson (ID EMP54903) reports clock-in problem at Retail Store #214. Phone +1-766-730-7823, email brunawilson156@example.com. GPS 44.037378,-79.165278. Issue started during night shift. Manager Zoe Edwards unable to approve. Timesheet shows 8.5h instead of 7.5h. Device OnePlus 10 (OS iOS 16.7), app v7.8.3, network Corporate VPN. Error code E_TIMEOUT. Ref:811-624",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,low,en,Schedule
Shift swap request not visible for team  Impact: affects payroll cutoff if not resolved before Friday.,"Employee Zoe Green (ID EMP63572) reports clock-in problem at Plant 3 - Dock. Phone +1-950-578-1808, email zoegreen595@fabrikam.org. GPS 43.626451,-79.357996. Issue started after update this morning. Manager Daniel Edwards unable to approve. Timesheet shows 7.5h instead of 6.5h. Device Pixel 7 (OS Android 13), app v7.3.8, network LTE. Error code HTTP 504. Ref:787-722",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,PayrollCutoff
Timesheet not updating hours for Neha Perez,"Employee Neha Perez (ID EMP40921) reports clock-in problem at Plant 3 - Dock. Phone +1-778-955-1556, email nehaperez122@sample.io. GPS 44.053562,-79.564154. Issue started end of quarter. Manager Isha Martinez unable to approve. Timesheet shows 9h instead of 9.5h. Device OnePlus 10 (OS iOS 17.4), app v10.0.3, network LTE. Error code CRASH-09. Ref:1061-376",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Request,Times & Attendance,high,en,Kiosk
Timesheet not updating hours for Ethan Davis,"Employee Ethan Davis (ID EMP26781) reports clock-in problem at Clinic North. Phone +1-787-278-2862, email ethandavis419@acme.test. GPS 43.797871,-79.209432. Issue started after update this morning. Manager Luis Green unable to approve. Timesheet shows 8.5h instead of 9.0h. Device Galaxy A54 (OS Android 14), app v8.8.3, network LTE. Error code NPE-UI-22. Ref:1456-408","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Problem,Times & Attendance,low,en,Slow
Slow loading of schedule on LTE," User Ana Edwards experienced an application crash on Pixel 7 (OS iOS 16.7) when opening the Timesheet screen. Email anaedwards438@example.com / phone +1-989-760-9143. After MFA code 699965, the screen froze. Build v9.7.3, network LTE. Logs show error code SYNC-409. Occurred around lunch break. Ref:277-547   ",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry teh punch.,Question,Mobile App & UI issues,low,en,Crash
Dark mode hides text on Settings screen,"User Charlotte Young experienced an application crash on Galaxy A54 (OS Android 14) when opening the Wallet screen. Email charlotteyoung697@demo.co / phone +1-379-927-5041. After MFA code 504344, the screen froze. Build v7.9.2, network LTE. Logs show err0r code E_TIMEOUT. Occurred today 08:15. Ref:883-338",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Problem,Mobile App & UI issues,medium,en,Overtime
Overtime calculation appears off for Jia Brown,"Employee Jia Brown (ID EMP18322) reports clock-in problem at Warehouse A. Phone +1-488-624-3115, email jiabrown671@mailinator.com. GPS 44.193776,-79.458535. Issue started around lunch break. Manager Maxime Scott unable to approve. Timesheet shows 7.5h instead of 8.0h. Device OnePlus 10 (OS Android 14), app v7.6.0, network LTE. Error code NPE-UI-22. Ref:836-931","Enabled background refresh & pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Request,Times & Attendance,low,en,DevicePolicy
Overtime calculation appears off for Jonas Rogers,"Employee Jonas Rogers (ID EMP90258) reports clock-in problem at Office NYC. Phone +1-692-611-6598, email jonasrogers570@sample.io. GPS 43.889036,-79.505751. Issue started end of quarter. Manager Mia Young unable to approve. Timesheet shows 8.5h instead of 10.5h. Device iPhone 12 (OS iOS 17.4), app v7.9.1, network LTE. Error code APP-5001. Ref:352-947",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Question,Times & Attendance,low,en,ShiftSwap
Schedule missing shifts for Sofia Reed,"Employee Sofia Reed (ID EMP86248) reports clock-in problem at HQ Toronto. Phone +1-240-752-2158, email sofiareed874@mailinator.com. GPS 43.765179,-79.546454. Issue started since last Friday. Manager Charlotte Carter unable to appprove. Timesheet shows 7.5h instead of 8.0h. Device iPhone 12 (OS iOS 16.7), appp v7.4.2, network LTE. Error code E_TIMEOUT. Ref:1575-330",Cleared app cache & forced a re-sync; verify location services & try again near site perimeter.,Incident,Times & Attendance,low,en,Session
Shift swap request not visible for team...,"Employee Noah Edwards (ID EMP92397) reports clock-in problem at Plant 3 - Dock. Phone +1-781-374-2447, email noahedwards227@demo.co. GPS 43.968856,-79.505538. Issue started since last Friday. Manager Charlotte Green unable to approve. Timesheet shows 7.5h instead of 8.0h. Device iPhone 14 Pro (OS iOS 16.7), app v9.6.3, network LTE. Error code E_TIMEOUT. Ref:452-349",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Times & Attendance,low,en,ShiftSwap
Buttons overlap on small screen — UI layout bug,"User Wei Walker experienced an application crash on Pixel 8 (OS Android 14) when opening the Timesheet screen. Email weiwalker342@demo.co / phone +1-823-943-6620. After MFA code 393672, the screen froze. Build v9.7.2, network Wi-Fi. Logs show error code SYNC-409. Occurred yesterday 17:40. Ref:823-982  Additional context: user cleared cache and rebooted.",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,low,en,ShiftSwap
Kiosk PIN rejected for Sofia Reed,"Employee Sofia Reed (ID EMP63286) reports clock-in problem at HQ Toronto. Phone +1-777-576-1013, email sofiareed865@example.com. GPS 44.182647,-79.567866. Issue started around lunch break. Manager Zoe Lopez unable to approve. Timesheet shows 10h instead of 11h. Device OnePlus 10 (OS Android 14), app v10.7.5, network 5G. Error code APP-5001. Ref:1739-456  Additional context: user cleared cache and rebooted.",Cleared appp cache and forced a re-sync; verify location services and try again near site perimeter.,Question,Times & Attendance,low,en,Timesheet
Overtime calculation appears off for Sofia Carter  Observed that sync completes after 10–15 min then reverts.,"Employee Sofia Carter (ID EMP83581) reports clock-in problem at HQ Toronto. Phone +1-323-952-7405, email sofiacarter355@sample.io. GPS 44.150063,-79.429943. Issue started after daylight saving change. Manager Lena Garcia unable to approve. Timesheet shows 9h instead of 11h. Device iPad Mini (OS Android 14), app v10.1.6, network Corporate VPN. Error code PUNCH-403. Ref:1968-950  Additional context: user cleared cache and rebooted.",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Question,Times & Attendance,medium,en,PayrollCutoff
Shift swap request not visible for team,"Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,low,en,TimeOff
Dark mode hides text on Settings screen  Additional context: user cleared cache and rebooted.,"User Noah Lee experienced an application crash on OnePlus 10 (OS Android 13) when opening the Schedule screen. Email noahlee342@sample.io / phone +1-768-209-7723. After MFA code 307749, the screen froze. Build v10.5.1, network LTE. Logs show error code NPE-UI-22. Occurred end of quarter. Ref:1501-480","Enabled background refresh and pushed appp config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Mobile App & UI issues,high,en,Overtime
Kiosk PIN rejected for Arjun Jackson,"Employee Arjun Jackson (ID EMP53942) reports clock-in problem at Call Center West. Phone +1-902-445-6357, email arjunjackson258@fabrikam.org. GPS 43.672358,-79.216636. Issue started during night shift. Manager Otto Martinez unable to approve. Timesheet shows 10h instead of 12h. Device iPhone 12 (OS iOS 17.4), app v7.8.6, network 5G. Error code PUNCH-403. Ref:1547-290  Additional context: user cleared cache and rebooted.",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Times & Attendance,medium,en,ManagerApproval
Geofencing blocks punch at Call Center West  Observed that sync completes after 10–15 min then reverts.,"Employee Mia Martin (ID EMP13159) reports clock-in problem at Call Center West. Phone +1-822-753-7514, email miamartin220@demo.co. GPS 44.138146,-79.641116. Issue started after daylight saving change. Manager Lena Brown unable to approve. Timesheet shows 9h instead of 9.5h. Device Galaxy A54 (OS Android 13), app v8.4.1, network LTE. Error code CRASH-09. Ref:1307-183","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Times & Attendance,low,en,Wallet
Punch recorded twice for Jonas Wright,"Employee Jonas Wright (ID EMP84792) reports clock-in problem at Distribution East. Phone +1-268-555-6704, email jonaswright603@fabrikam.org. GPS 44.111745,-79.601158. Issue started since last Friday. Manager Felix Adams unable to approve. Timesheet shows 9h instead of 10h. Device iPad Mini (OS Android 13), app v10.6.0, network Corporate VPN. Error code HTTP 504. Ref:1924-803",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,Timesheet
Schedule missing shifts for Leo Rogers,"Employee Leo Rogers (ID EMP60516) reports clock-in problem at Call Center West. Phone +1-377-981-8476, email leorogers945@demo.co. GPS 43.736521,-79.26116. Issue started around lunch break. Manager Ava Sanchez unable to approve. Timesheet shows 10h instead of 12h. Device Pixel 8 (OS iPadOS 17.4), app v10.9.5, network LTE. Error code PUNCH-403. Ref:1218-820",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Request,Times & Attendance,medium,en,DevicePolicy
Clock-in failed for Nora Rogers at Office NYC,"Employee Nora Rogers (ID EMP24624) reports clock-in problem at Office NYC. Phone +1-314-416-4107, email norarogers223@acme.test. GPS 43.820742,-79.417027. Issue started around lunch break. Manager Daniel Johnson unable to approve. Timesheet shows 8.5h instead of 9.5h. Device Pixel 7 (OS iOS 16.7), app v8.4.0, network Wi-Fi. Error code NPE-UI-22. Ref:1251-128  Impact: affects payroll cutoff if not resolved before Friday.",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry teh punch.,Incident,Times & Attendance,medium,en,Timezone
Dark mode hides text on Settings screen,"User Isha Garcia experienced an application crash on Pixel 7 (OS iOS 16.7) when opening the Settings screen. Email ishagarcia136@sample.io / phone +1-583-620-6534. After MFA code 953411, the screen froze. Build v7.5.5, network Corporate VPN. Logs show error code PUNCH-403. Occurred yesterday 17:40. Ref:1229-212",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Incident,Mobile App & UI issues,low,en,ManagerApproval
Shift swap request not visible for team,"Employee Zoe Brown (ID EMP62235) reports clock-in problem at HQ Toronto. Phone +1-877-779-2365, email zoebrown768@demo.co. GPS 43.811476,-79.651563. Issue started yesterday 17:40. Manager Marco Smith unable to approve. Timesheet shows 9h instead of 11h. Device iPhone 14 Pro (OS iPadOS 17.4), app v10.7.7, network LTE. Error code CRASH-09. Ref:1514-757",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,urgent,en,ShiftSwap
"Geofencing blocks punch at Call Center West  Steps tried: reinstall, toggled airplane mode, switched networks.","Employee Layla Walker (ID EMP86510) reports clock-in problem at Call Center West. Phone +1-572-816-6939, email laylawalker14@demo.co. GPS 43.720985,-79.512094. Issue started during night shift. Manager Hao Mitchell unable to approve. Timesheet shows 8h instead of 10h. Device OnePlus 10 (OS Android 14), app v9.4.5, network Corporate VPN. Error code AUTH-401-MFA. Ref:1211-412",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,low,en,Timesheet
Timesheet not updating hours for Nora Scott,"Employee Nora Scott (ID EMP93193) reports clock-in problem at Call Center West. Phone +1-888-813-6700, email norascott665@contoso.com. GPS 43.88862,-79.310793. Issue started end of quarter. Manager Sophia Perez unable to approve. Timesheet shows 10h instead of 11h. Device Pixel 7 (OS Android 13), app v9.9.9, network Corporate VPN. Error code PUNCH-403. Ref:1048-536",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,medium,en,MFA
Geofencing blocks punch at Distribution East,"Employee Arjun Thompson (ID EMP56021) reports clock-in problem at Distribution East. Phone +1-243-487-8958, email arjunthompson690@fabrikam.org. GPS 43.825251,-79.655261. Issue started during night shift. Manager Charlotte Hall unable to approve. Timesheet shows 7.5h instead of 8.0h. Device iPhone 14 Pro (OS iOS 17.4), app v10.4.2, network Wi-Fi. Error code NPE-UI-22. Ref:1154-116",Reset session token & invalidated stale refresh token; please sign out/in & confirm timesheet sync in 10 minutes.,Problem,Times & Attendance,low,en,Login
Geofencing blocks punch at Clinic North,"Employee Wei Baker (ID EMP74755) reports clock-in problem at Clinic North. Phone +1-891-284-8226, email weibaker984@mailinator.com. GPS 43.898749,-79.328676. Issue started since last Friday. Manager Leo Phillips unable to approve. Timesheet shows 9h instead of 10h. Device OnePlus 10 (OS iOS 17.4), app v8.6.9, network Corporate VPN. Error code HTTP 504. Ref:1877-939",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,urgent,en,UI-Bug
"Clock-in failed for Noah Brown at Retail Store #214  Steps tried: reinstall, toggled airplane mode, switched networks.","Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Times & Attendance,medium,en,Session
Geofencing blocks punch at Clinic North,"Employee Mia Young (ID EMP13355) reports clock-in problem at Clinic North. Phone +1-483-646-1304, email miayoung811@acme.test. GPS 43.861377,-79.363039. Issue started during night shift. Manager Leo Wright unable to appprove. Timesheet shows 10h instead of 12h. Device OnePlus 10 (OS iOS 17.4), appp v10.5.6, network Wi-Fi. Error code E_TIMEOUT. Ref:251-405",Re-enabled push notifications at OS level & refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,medium,en,Schedule
Slow loading of schedule on Wi-Fi,"User Hao Davis experienced an appplication crash on Samsung Galaxy S22 (OS Android 14) when opening the Punch screen. Email haodavis428@example.com / phone +1-640-830-8493. After MFA code 833877, the screen froze. Build v10.6.8, network Wi-Fi. Logs show error code PUNCH-403. Occurred after daylight saving change. Ref:1185-488",Expanded geofence radius to 200m & updated kiosk firmware to v3.2.1; retry the punch.,Question,Mobile App & UI issues,low,en,TimeOff
Schedule missing shifts for Elijah Smith,"Employee Elijah Smith (ID EMP97405) reports clock-in problem at Clinic North. Phone +1-252-663-8981, email elijahsmith952@example.com. GPS 43.627374,-79.570381. Issue started end of quarter. Manager Joao Scott unable to approve. Timesheet shows 8.5h instead of 9.0h. Device Galaxy A54 (OS iOS 16.7), app v9.1.1, network Wi-Fi. Error code NPE-UI-22. Ref:279-365",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Question,Times & Attendance,low,en,ShiftSwap
Slow loading of schedule on Corporate VPN...,User Jia Roberts experienced an application crash on P...,Expanded geofence radius to 200m & updated kiosk firmware to v3.2.1; retry the punch.,Question,Mobile App & UI issues,high,en,PayrollCutoff
"Punch recorded twice for Jonas Smith  Steps tried: reinstall, toggled airplane mode, switched networks.","Employee Jonas Smith (ID EMP96456) reports clock-in problem at Clinic North. Phone +1-796-526-7564, email jonassmith608@example.com. GPS 43.618956,-79.330114. Issue started today 08:15. Manager Logan King unable to approve. Timesheet shows 7.5h instead of 9.5h. Device Pixel 7 (OS iPadOS 17.4), app v8.5.9, network Corporate VPN. Error code E_TIMEOUT. Ref:1394-355",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Incident,Times & Attendance,low,en,MFA
Schedule missing shifts for Zoe Rogers,"Employee Zoe Rogers (ID EMP20463) reports clock-in problem at Retail Store #214. Phone +1-906-703-4434, email zoerogers170@mailinator.com. GPS 43.641539,-79.206723. Issue started around lunch break. Manager Lena Morris unable to approve. Timesheet shows 10h instead of 12h. Device iPhone 12 (OS Android 14), app v9.7.4, network 5G. Error code E_TIMEOUT. Ref:237-886",Expanded geofence radius to 200m & updated kiosk firmware to v3.2.1; retry the punch.,Question,Times & Attendance,low,en,Biometric
Schedule missing shifts for Ava Johnson,"Employee Ava Johnson (ID EMP47893) reports clock-in problem at Plant 3 - Dock. Phone +1-324-509-7590, email avajohnson26@sample.io. GPS 43.676647,-79.120109. Issue started yesterday 17:40. Manager Mia Gonzalez unable to approve. Timesheet shows 8h instead of 8.5h. Device Galaxy A54 (OS Android 13), app v10.8.4, network LTE. Error code SYNC-409. Ref:49-209",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Times & Attendance,low,en,TimeOff
Shift swap request not visible for team,"Employee Noah Young (ID EMP85232) reports clock-in problem at HQ Toronto. Phone +1-379-643-9248, email noahyoung694@sample.io. GPS 44.153964,-79.528729. Issue started after daylight saving change. Manager Logan Collins unable to approve. Timesheet shows 7.5h instead of 8.0h. Device iPhone 12 (OS Android 13), app v9.8.0, network 5G. Error code AUTH-401-MFA. Ref:1707-427",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Question,Times & Attendance,low,en,Login
Kiosk PIN rejected for Maxime Davis  Note: intermittent; occurs when switching from Wi-Fi to LTE.,"Employee Maxime Davis (ID EMP94683) reports clock-in problem at Call Center West. Phone +1-378-315-1209, email maximedavis735@acme.test. GPS 44.099856,-79.551618. Issue started during night shift. Manager Neha Carter unable to approve. Timesheet shows 9h instead of 11h. Device iPad Mini (OS Android 13), app v10.5.5, network Wi-Fi. Error code E_TIMEOUT. Ref:432-768",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Problem,Times & Attendance,low,en,Sync
Login loop after MFA for Otto Collins,"User Otto Collins experienced an application crash on Galaxy A54 (OS iOS 17.4) when opening teh Wallet screen. Email ottocollins475@sample.io / phone +1-568-638-4909. After MFA code 056042, teh screen froze. Build v10.7.9, network LTE. Logs show error code CRASH-09. Occurred after update this morning. Ref:1482-938",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,medium,en,Login
Punch recorded twice for Wei Edwards,"Employee Wei Edwards (ID EMP55259) reports clock-in problem at Warehouse A. Phone +1-238-416-2720, email weiedwards884@fabrikam.org. GPS 43.906834,-79.159279. Issue started since last Friday. Manager Isha Lopez unable to appprove. Timesheet shows 7.5h instead of 8.5h. Device iPhone 14 Pro (OS iOS 16.7), appp v8.7.6, network Wi-Fi. Error code NPE-UI-22. Ref:1080-758",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,high,en,DevicePolicy
Timesheet not updating hours fo...,"Employee Elijah Scott (ID EMP56575) reports clock-in problem at HQ Toronto. Phone +1-425-322-3463, email elijahscott599@mailinator.com. GPS 43.679641,-79.347708. Issue started after update this morning. Manager Emily King unable to approve. Timesheet shows 7.5h instead of 9.5h. Device iPad Mini (OS Android 14), app v8.9.5, network Wi-Fi. Error code SYNC-409. Ref:115-231",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Problem,Times & Attendance,low,en,Login
"App crashes on launch for Mateo Evans (Pixel 8)  Steps tried: reinstall, toggled airplane mode, switched networks.","User Mateo Evans experienced an application crash on Pixel 8 (OS Android 14) when opening teh Punch screen. Email mateoevans926@example.com / phone +1-617-683-5864. After MFA code 897292, teh screen froze. Build v8.6.9, network Corporate VPN. Logs show error code SYNC-409. Occurred since last Friday. Ref:1888-768",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Problem,Mobile App & UI issues,low,en,Timezone
Timesheet not updating hours for Jonas Garcia...,"Employee Jonas Garcia (ID EMP31153) reports clock-in problem at Clinic North. Phone +1-703-212-3367, email jonasgarcia689@sample.io. GPS 44.134447,-79.49226. Issue started during night shift. Manager Luis Walker unable to appprove. Timesheet shows 10h instead of 10.5h. Device iPhone 12 (OS Android 13), appp v7.4.3, network Wi-Fi. Error code PUNCH-403. Ref:1411-242",Reset session token & invalidated stale refresh token; please sign out/in & confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,Session
Geofencing blocks punch at Office NYC,"Employee Maxime Lee (ID EMP77800) reports clock-in problem at Office NYC. Phone +1-595-884-7797, email maximelee662@sample.io. GPS 43.947954,-79.371833. Issue started after daylight saving change. Manager Marco Green unable to approve. Timesheet shows 8.5h instead of 9.0h. Device Samsung Galaxy S22 (OS iOS 16.7), app v10.3.8, network 5G. Error code AUTH-401-MFA. Ref:834-925",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Question,Times & Attendance,urgent,en,UI-Bug
Clock-in failed for Diego Cook at Plant 3 - Dock,Employee Diego Cook (ID EMP61973) reports clock-in...,Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,DevicePolicy
Clock-in failed for Zoe Taylor at Warehouse A  Observed that sync completes after 10–15 min then reverts.,"Employee Zoe Taylor (ID EMP14988) reports clock-in problem at Warehouse A. Phone +1-528-449-8969, email zoetaylor32@acme.test. GPS 44.182485,-79.579452. Issue started after daylight saving change. Manager Arjun Campbell unable to approve. Timesheet shows 8h instead of 7h. Device Samsung Galaxy S22 (OS iPadOS 17.4), app v10.6.8, network 5G. Error code PUNCH-403. Ref:184-640",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Times & Attendance,low,en,DevicePolicy
